date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2024-01-31,45,215,140,4004392,45
2024-02-01,71,295,163,7773459,68
2024-02-02,161,743,250,19710375,157
2024-02-03,231,1120,286,31031737,232
2024-02-04,152,585,220,14776124,151
2024-02-05,114,438,193,11233970,106
2024-02-06,66,253,139,7726160,65
2024-02-07,63,238,139,6877910,63
2024-02-08,65,246,107,5767735,63
2024-02-09,133,684,254,18189179,130
2024-02-10,349,1372,396,42031163,325
2024-02-11,333,1162,343,36412958,331
2024-02-12,123,384,182,9384605,88
2024-02-13,66,330,160,6750556,62
2024-02-14,72,255,148,7550744,65
2024-02-15,77,434,208,10536327,74
2024-02-16,194,1036,325,23254430,188
2024-02-17,227,893,242,27023300,225
2024-02-18,165,910,281,26851799,158
2024-02-19,85,542,225,13722324,80
2024-02-20,72,416,194,9267680,71
2024-02-21,50,173,131,4769122,49
2024-02-22,165,628,285,16062804,162
2024-02-23,343,1330,362,38603050,325
2024-02-24,245,1072,293,30065371,239
2024-02-25,123,546,246,11626790,116
2024-02-26,82,395,147,9659780,79
2024-02-27,46,133,134,4205317,46
2024-02-28,34,156,123,3989100,33
2024-02-29,36,275,174,5589640,35
2024-03-01,130,466,197,9902148,124
2024-03-02,267,1136,299,31973907,270
2024-03-03,139,454,177,10945044,136
2024-03-04,63,285,158,7923181,62
2024-03-05,71,227,141,6032510,65
2024-03-06,38,176,145,4821375,39
2024-03-07,71,503,164,9690577,67
2024-03-08,171,798,221,18300183,162
2024-03-09,274,1246,350,37225785,270
2024-03-10,156,609,205,13887183,148
2024-03-11,83,321,167,8135011,74
2024-03-12,48,252,168,6786030,41
2024-03-13,60,314,186,7296842,58
2024-03-14,71,261,174,6883050,69
2024-03-15,222,852,280,21032044,219
2024-03-16,234,997,266,27301279,230
2024-03-17,144,625,257,14971276,137
2024-03-18,79,406,196,9874259,75
2024-03-19,127,580,209,13713380,120
2024-03-20,127,579,203,14189063,124
2024-03-21,83,395,177,9174716,75
2024-03-22,188,1019,317,21650745,186
2024-03-23,294,1235,328,31898576,287
2024-03-24,224,949,258,20893746,219
2024-03-25,108,457,162,10049091,103
2024-03-26,98,469,183,11019417,92
2024-03-27,102,613,182,12555400,94
2024-03-28,118,628,206,13889240,111
2024-03-29,203,858,282,18939713,196
2024-03-30,268,1062,315,28927864,252
2024-03-31,147,635,233,12498300,143
2024-04-01,74,525,192,11834508,68
2024-04-02,40,380,134,7413695,38
2024-04-03,38,258,135,4781536,34
2024-04-04,56,327,125,7439304,48
2024-04-05,120,680,205,14112018,112
2024-04-06,144,738,234,16299535,143
2024-04-07,50,354,216,8065810,50
2024-04-08,46,390,163,7649340,41
2024-04-09,25,295,127,5653978,23
2024-04-10,28,260,111,5476440,26
2024-04-11,38,318,145,7617500,35
2024-04-12,106,629,251,14437609,104
2024-04-13,130,795,246,15817537,128
2024-04-14,81,495,259,11646390,79
2024-04-15,49,236,120,5467120,49
2024-04-16,20,152,108,3668650,16
2024-04-17,25,866,185,9408560,20
2024-04-18,31,896,196,9720440,26
2024-04-19,48,1055,242,12613748,45
2024-04-20,165,757,229,19213470,163
2024-04-21,68,480,184,11106554,64
2024-04-22,40,392,145,7839197,34
2024-04-23,28,330,127,6375220,27
2024-04-24,26,284,136,5659470,26
2024-04-25,27,305,135,6297450,26
2024-04-26,57,384,165,7718767,56
2024-04-27,97,319,141,7973880,84
2024-04-28,76,276,148,9129817,72
2024-04-29,43,183,137,4151556,42
