date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2023-12-04,224,781,276,23935645,212
2023-12-05,169,765,254,22244795,156
2023-12-06,233,792,315,23557374,219
2023-12-07,190,591,230,18372591,178
2023-12-08,280,1460,417,40157072,269
2023-12-09,349,1617,501,49075544,347
2023-12-10,334,1191,437,33346593,311
2023-12-11,231,602,260,19773111,194
2023-12-12,196,564,236,17747790,165
2023-12-13,189,1060,294,24881940,148
2023-12-14,170,556,224,16160563,146
2023-12-15,244,1401,404,37684226,221
2023-12-16,381,1500,475,49091518,360
2023-12-17,281,946,353,26707444,255
2023-12-18,196,470,202,16445277,166
2023-12-19,108,420,124,13471097,99
2023-12-20,121,500,171,15025880,113
2023-12-21,121,448,162,13360587,117
2023-12-22,201,1061,300,28379050,198
2023-12-23,304,1343,447,38429317,302
2023-12-24,271,781,301,22911845,258
2023-12-25,218,642,264,16097409,197
2023-12-26,274,878,319,22587178,251
2023-12-27,302,1139,376,29601310,283
2023-12-28,280,1403,378,42700930,264
2023-12-29,365,1787,476,53926865,331
2023-12-30,427,1330,462,46919373,390
2023-12-31,521,1572,529,63211731,400
2024-01-01,409,1275,404,46450007,315
2024-01-02,417,1459,484,50142426,369
2024-01-03,405,1258,446,41531324,378
2024-01-04,342,994,348,28574718,299
2024-01-05,288,883,292,23452285,272
2024-01-06,321,980,369,35520596,299
2024-01-07,262,1017,285,33472927,249
2024-01-08,62,213,76,6809980,60
2024-01-09,5,14,5,1340900,5
2024-01-10,15,28,5,2402100,11
2024-01-11,14,76,34,2765200,14
2024-01-12,59,622,160,13054973,60
2024-01-13,159,948,234,25951256,154
2024-01-14,115,386,176,10840990,97
2024-01-15,82,330,151,10605368,72
2024-01-16,91,247,93,8185046,72
2024-01-17,43,111,43,3265470,33
2024-01-18,56,268,103,6523255,47
2024-01-19,92,470,162,12571775,87
2024-01-20,202,970,302,29806284,199
2024-01-21,108,426,149,12183450,103
2024-01-22,66,391,144,9493095,54
2024-01-23,55,237,89,5342740,48
2024-01-24,41,448,96,8611410,38
2024-01-25,69,360,136,8055330,58
2024-01-26,110,504,193,13493784,100
2024-01-27,166,682,238,24354762,161
2024-01-28,77,544,181,12773248,76
2024-01-29,36,202,90,4782640,32
2024-01-30,33,177,62,4361780,31
2024-01-31,37,96,50,3769833,34
2024-02-01,27,208,76,5314285,24
2024-02-02,87,413,147,10618317,82
2024-02-03,126,643,183,16518705,124
2024-02-04,53,267,79,6427510,49
2024-02-05,58,369,107,6281170,50
2024-02-06,23,116,16,2893240,17
2024-02-07,18,62,21,1880850,15
2024-02-08,38,177,59,5193450,34
2024-02-09,82,603,218,16555426,78
2024-02-10,237,942,277,28770708,215
2024-02-11,175,517,232,19051845,162
2024-02-12,48,293,102,9928895,44
2024-02-13,21,109,49,2398310,20
2024-02-14,32,96,35,3142920,27
2024-02-15,49,315,125,7404490,40
2024-02-16,65,376,144,8658225,61
2024-02-17,113,565,212,19327405,107
2024-02-18,64,343,115,9165776,61
2024-02-19,35,358,135,7903590,32
2024-02-20,35,270,95,5968700,32
2024-02-21,20,71,23,2244826,18
2024-02-22,86,392,155,11324635,82
2024-02-23,199,667,222,21261992,184
2024-02-24,108,395,134,15153729,103
2024-02-25,57,306,161,6681830,50
2024-02-26,42,296,104,6155580,33
2024-02-27,24,69,39,1961120,18
2024-02-28,12,26,12,955430,11
2024-02-29,14,164,68,3073270,14
2024-03-01,31,95,34,2978759,30
2024-03-02,53,174,80,4834095,53
